rosetta_device_id	name	category	discontinued	device_id	product_name	product_code	architecture	cpu	source_hardware_slug	source_www_code	specs_json	alias_count
l11ug-5haxd	L11UG-5HaxD	RouterBOARD	0	93	L11UG-5HaxD	L11UG-5HaxD	ARM 32bit	IPQ-5010	l11ug-5haxd	l11ug_5haxd	{"Product code":"L11UG-5HaxD","Suggested price":"$79.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"15 W","Max power consumption without attachments":"6 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1.5","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"00","_www_title":"L11UG-5HaxD","_www_tagline":"Build your own custom outdoor 5 GHz CPE or AP with Wi-Fi 6, dual-core ARM CPU, PoE-in, Gigabit Ethernet and RouterOS v7! MMCX connectors allow creating versatile omnidirectional access points and powerful point-to-point links.","_hardware_title":"L11UG-5HaxD"}	3
l23ugsr-5haxd2haxd	L23UGSR-5HaxD2HaxD	RouterBOARD	0	94	L23UGSR-5HaxD2HaxD	L23UGSR-5HaxD2HaxD	ARM 32bit	IPQ-5010	l23ugsr-5haxd2haxd	l23ugsr_5haxd2haxd	{"Product code":"L23UGSR-5HaxD2HaxD","Suggested price":"$99.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"25 W","Max power consumption without attachments":"12 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Wireless 2.4 GHz chip model":"IPQ-5010","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","SFP ports":"1 (2.5G supported)","Number of SIM slots":"1 Modem (Nano SIM)","MiniPCI-e slots":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1.5","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, ROHS","IP":"00","_www_title":"L23UGSR-5HaxD2HaxD","_www_tagline":"Build your own custom outdoor Wi-Fi 6 access point or CPE! This modular wireless router comes with handy MMCX connectors, allowing you to create versatile omnidirectional access points and powerful point-to-point links.","_hardware_title":"L23UGSR-5HaxD2HaxD"}	3
lamp-5g-r16	LAMP 5G R16			95	LAMP 5G R16	LAMPGM&RG520F-EU	ARM 64bit	88F3720				3
ldf-5	LDF 5	Wireless systems	0	96	LDF 5	RBLDF-5nD	MIPSBE	AR9344	ldf-5-series	rbldf_5nd	{"Product code":"RBLDF-5nD","Suggested price":"$49.00","Architecture":"MIPSBE","CPU":"AR9344","CPU core count":"1","CPU nominal frequency":"600 MHz","Dimensions":"84x84x115mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"6 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-30 V","Wireless 5 GHz Max data rate":"300 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n","Antenna gain dBi for 5 GHz":"9","Wireless 5 GHz chip model":"AR9344","Wireless 5 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"LDF 5","_www_tagline":"Dual chain 5GHz system for long distance links with satellite offset dish antennas","_hardware_title":"LDF 5-series","_fcc_id":["TV7LHG5ACD","TV7LHG5NDM"]}	7
lhg-5	LHG 5	Wireless systems	0	97	LHG 5	RBLHG-5nD	MIPSBE	AR9344	lhg-series	RBLHG-5nD	{"Product code":"RBLHG-5nD","Suggested price":"$69.00","Architecture":"MIPSBE","CPU":"AR9344","CPU core count":"1","CPU nominal frequency":"600 MHz","Dimensions":"Ø 391 x 222 mm; package 450 x 450 x 145 mm","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"6 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"11-30 V","Wireless 5 GHz Max data rate":"300 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n","Antenna gain dBi for 5 GHz":"24.5","Wireless 5 GHz chip model":"AR9344","Wireless 5 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"LHG 5","_www_tagline":"Dual chain 24.5dBi 5GHz CPE/Point-to-Point Integrated Antenna, 600Mhz CPU, 64MB RAM","_hardware_title":"LHG-series","_fcc_id":["TV7LHG2ND","TV7LHG5ACD","TV7LHG5HPND","TV7LHG5NDM"],"_ic":["7442A-LHG2ND","7442A-LHG5ACD","7442A-LHG5HPND","7442A-LHG5NDM"]}	8
lhg-5-ax	LHG 5 ax	Wireless systems	0	98	LHG 5 ax	LHG-5axD	ARM 32bit	IPQ-5010	lhg-5axd	lhg_5_ax	{"Product code":"LHG-5axD","Suggested price":"$99.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"3","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"5 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-28 V","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"24.5","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","CPU temperature monitor":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"54","_www_title":"LHG 5 ax","_www_tagline":"Long-range outdoor CPEs with modern Wi-Fi 6 performance, rugged design, and unbeatable pricing. Available in two models (24.5 or 27 dBi), they’re ideal for point-to-point links over great distances. This is the 24.5 dBi version.","_hardware_title":"LHG-5axD"}	5
lhg-lte18-kit	LHG LTE18 kit	LTE products	0	100	LHG LTE18 kit	LHGGM&EG18-EA	ARM 64bit	88F3720	lhg-lte18-kit	lhg_lte18	{"Product code":"LHGGM&EG18-EA","Suggested price":"$279.00","Architecture":"ARM 64bit","CPU":"88F3720","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"3","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"8 W","Max power consumption without attachments":"8 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","3G Category":"R8 (42.2Mbps Downlink, 11.2Mbps Uplink)","3G bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"18 (1.2Gbps Downlink, 150Mbps Uplink)","MIMO DL":"2x2","LTE FDD bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz) 28 (700MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz) 41 (2500MHz)","TAC":"86981604","10/100/1000 Ethernet ports":"1","Number of SIM slots":"1 Modem (Micro SIM)","Number of M.2 slots":"1","Mode button":"Yes","Certification":"CE, EAC, ROHS","IP":"54","_www_title":"LHG LTE18 kit","_www_tagline":"Great distances, even greater speed – with the power of the ultra fast LTE Category 18 modem. Speeds up to one Gbps! Last-mile-internet solution for the most remote areas.","_hardware_title":"LHG LTE18 kit","_non_default_ips":["192.168.188.1"]}	8
lhg-xl-5-ac	LHG XL 5 ac	Wireless systems	0	101	LHG XL 5 ac	RBLHGG-5acD-XL	ARM 32bit	IPQ-4018	lhg-xl-5-ac	lhg_xl_5_ac	{"Product code":"RBLHGG-5acD-XL","Suggested price":"$117.00","Architecture":"ARM 32bit","CPU":"IPQ-4018","CPU core count":"4","CPU nominal frequency":"488-896 (auto) MHz","CPU Threads count":"4","Dimensions":"Ø 550 x 245 mm;","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"8 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-30 V","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"27","Wireless 5 GHz chip model":"IPQ-4018","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"LHG XL 5 ac","_www_tagline":"Dual chain Long Range 27dBi 5GHz CPE/Point-to-Point Integrated Antenna with AC support and Gigabit Ethernet","_hardware_title":"LHG XL 5 ac","_fcc_id":["TV7LHG5ACD"]}	6
lhg-xl-5-ax	LHG XL 5 ax	Wireless systems	0	102	LHG XL 5 ax	LHG-5axD-XL	ARM 32bit	IPQ-5010	lhg-xl-5-ax	lhg_5_ax_xl	{"Product code":"LHG-5axD-XL","Suggested price":"$119.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"3","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"5 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-28 V","Wireless 5 GHz Max data rate":"1200 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"27","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","CPU temperature monitor":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"54","_www_title":"LHG XL 5 ax","_www_tagline":"Long-range outdoor CPEs with modern Wi-Fi 6 performance, rugged design, and unbeatable pricing. Available in two models (24.5 or 27 dBi), they’re ideal for point-to-point links over great distances. This is the XL 27 dBi version.","_hardware_title":"LHG XL 5 ax"}	7
lhg-xl-hp5	LHG XL HP5	Wireless systems	0	103	LHG XL HP5	RBLHG-5HPnD-XL	MIPSBE	AR9344	lhg-xl-hp5	RBLHG-5HPnD-XL	{"Product code":"RBLHG-5HPnD-XL","Suggested price":"$89.00","Architecture":"MIPSBE","CPU":"AR9344","CPU core count":"1","CPU nominal frequency":"600 MHz","Dimensions":"Ø 550 x 245 mm;","RouterOS license":"3","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"7 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-28 V","Wireless 5 GHz Max data rate":"300 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n","Antenna gain dBi for 5 GHz":"27","Wireless 5 GHz chip model":"AR9344","Wireless 5 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"LHG XL HP5","_www_tagline":"Dual chain eXtra Large High Power 27dBi 5GHz CPE/Point-to-Point Integrated Antenna","_hardware_title":"LHG XL HP5","_fcc_id":["TV7LHG5HPND"],"_ic":["7442A-LHG5ACD2HPD"]}	5
lhgg-lte7-kit	LHGG LTE7 kit			99	LHGG LTE7 kit	LHGGR&R11e-LTE7	ARM 64bit	88F3720				3
ltap-lte7-kit	LtAP LTE7 kit			104	LtAP LTE7 kit	LtAP-2HnD&R11e-LTE7r2	MMIPS	MT7621AT				6
ltap-mini	LtAP mini	LTE products	0	105	LtAP mini	RB912R-2nD-LTm	MIPSBE	QCA9531	ltap-mini	ltap_mini	{"Product code":"RB912R-2nD-LTm","Suggested price":"$99.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","CPU nominal frequency":"650 MHz","Dimensions":"139 x 77 x 28,5 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","MicroUSB input Voltage":"5 V","Number of DC inputs":"3 (DC jack, PoE-IN, MicroUSB)","DC jack input Voltage":"8-30 V","Max power consumption":"9 W","Max power consumption without attachments":"4 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.5","Wireless 2.4 GHz chip model":"QCA9531","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Number of SIM slots":"2 Modem (Mini SIM)","MiniPCI-e slots":"1","Serial console port":"RS232","Mode button":"Yes","GNSS standards":"GPS","GPS RF connector type":"uUFL","Certification":"CE, FCC, IC, E-MARK, EAC, ROHS","IP":"IP54","_www_title":"LtAP mini","_www_tagline":"Small weatherproof wireless access point with LTE antennas, two SIM slots, integrated GPS and miniPCI-e slot","_hardware_title":"LtAP mini","_fcc_id":["TV7RB912R-2NDLTM"]}	6
ltap-mini-lte-kit	LtAP mini LTE kit	LTE products	0	106	LtAP mini LTE kit	RB912R-2nD-LTm&EC200A-EUr3	MIPSBE	QCA9531	ltap-mini-kit-series	ltap_mini_lte_kit_2024	{"Product code":"RB912R-2nD-LTm&EC200A-EU","Suggested price":"$99.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","CPU nominal frequency":"650 MHz","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","MicroUSB input Voltage":"5 V","Number of DC inputs":"3 (DC jack, PoE-IN, MicroUSB)","DC jack input Voltage":"8-30 V","Max power consumption":"8 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","2G Category":"Class12","2G bands":"3 (1800MHz) 8 (900MHz)","3G Category":"R7 (21Mbps Downlinks, 5.76Mbps Uplink)","3G bands":"1 (2100MHz) 5 (850MHz) 8 (900MHz)","LTE Category":"4 (150Mbps Downlink, 50Mbps Uplink)","MIMO DL":"2x2","MIMO UL":"1x1","LTE FDD bands":"1 (2100MHz) 3 (1800MHz) 5 (850MHz) 7 (2600MHz) 8 (900 MHz) 20 (800MHz) 28 (700MHz)","LTE TDD bands":"38 (2600MHz) 40 (2300MHz) 41n (2500MHz)","TAC":"86314105","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.5","Wireless 2.4 GHz chip model":"QCA9531","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","Number of SIM slots":"2 Modem (Mini SIM)","MiniPCI-e slots":"1","Serial console port":"RS232","Mode button":"Yes","GNSS standards":"GPS","GPS RF connector type":"uUFL","Certification":"CE, E-MARK, EAC, ROHS","IP":"IP54","_www_title":"LtAP mini LTE kit","_www_tagline":"Tiny, affordable weatherproof access point with a built-in LTE modem and GPS. Add extensive networking and tracking options to your vehicle without breaking the bank! This is a 2024 refresh with added B28 band support.","_hardware_title":"LtAP mini kit-series","_fcc_id":["TV7RB912R-2NDLTM"],"_ic":["7442A-912R2NDLTM"]}	16
mantbox-2-12s	mANTBox 2 12s	Wireless systems	0	107	mANTBox 2 12s	RB911G-2HPnD-12Sr2	MIPSBE	AR9342	mantbox-series	mantbox_2_12s	{"Product code":"RB911G-2HPnD-12S","Suggested price":"$99.00","Architecture":"MIPSBE","CPU":"AR9342","CPU core count":"1","CPU nominal frequency":"600 MHz","Dimensions":"140 x 348 x 82 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"8-30 V","Max power consumption":"11 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-28 V","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"12","Wireless 2.4 GHz chip model":"AR9342","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100/1000 Ethernet ports":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"mANTBox 2 12s","_www_tagline":"2.4GHz 120 degree 12dBi dual polarization sector Integrated antenna with 600Mhz CPU, 64MB RAM, Gigabit Ethernet, PSU and PoE","_hardware_title":"mANTBox-series","_fcc_id":["TV7RB911G2HPND","TV7RB921G-5HPACD"]}	9
mantbox-ax-15s	mANTBox ax 15s	Wireless systems	0	108	mANTBox ax 15s	L22UGS-5HaxD2HaxD-15S	ARM 32bit	IPQ-5010	mantbox-ax-15s	mantbox_ax_15s	{"Product code":"L22UGS-5HaxD2HaxD-15S","Suggested price":"$179.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"21 W","Max power consumption without attachments":"11 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Antenna gain dBi for 2.4 GHz":"12","Wireless 2.4 GHz chip model":"IPQ-5010","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Antenna gain dBi for 5 GHz":"15","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","SFP ports":"1 (2.5G supported)","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1.5","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"55","_www_title":"mANTBox ax 15s","_www_tagline":"A drop-in Wi-Fi 6 upgrade for the popular mANTBox \r\ndual-band sector antenna base stations. One powerful package for all your outdoor network needs,  perfect for camps, stadiums and parks.","_hardware_title":"mANTBox ax 15s"}	6
map	mAP	Indoor wireless	0	109	mAP	RBmAP2nD	MIPSBE	QCA9531	map	RBmAP2nD	{"Product code":"RBmAP2nD","Suggested price":"$45.00","Architecture":"MIPSBE","CPU":"QCA9531","CPU core count":"1","CPU nominal frequency":"650 MHz","Switch chip model":"QCA9531-BL3A-R","Dimensions":"68x68x19mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 70°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.2","Wireless 2.4 GHz chip model":"QCA9531","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"2","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"microUSB type AB","Max USB current (A)":"1","MicroUSB input Voltage":"5 V","Number of DC inputs":"3 (DC jack, PoE-IN, MicroUSB)","DC jack input Voltage":"8-57 V","Max power consumption":"5 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"12-57 V","PoE-out ports":"Ether2","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"0.5 A","Max total out (A)":"0.5 A","Certification":"FCC, IC","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","_www_title":"mAP","_www_tagline":"Dual-Chain 2.4GHz micro AP, 650MHz CPU, 64MB RAM, 2xEthernet, PoE out","_hardware_title":"mAP"}	2
map-lite	mAP lite	Indoor wireless	0	110	mAP lite	RBmAPL-2nD	MIPSBE	QCA9533	map-lite	RBmAPL-2nD	{"Product code":"RBmAPL-2nD","Suggested price":"$30.00","Architecture":"MIPSBE","CPU":"QCA9533","CPU core count":"1","CPU nominal frequency":"650 MHz","Dimensions":"48x49x11mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-30°C to 70°C","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"1.5","Wireless 2.4 GHz chip model":"QCA9533","Wireless 2.4 GHz generation":"Wi-Fi 4","10/100 Ethernet ports":"1","MicroUSB input Voltage":"5 V","Number of DC inputs":"2 (PoE-IN, MicroUSB)","Max power consumption":"3.5 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"10-60 V","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP20","_www_title":"mAP lite","_www_tagline":"Tiny size 2.4GHz Dual Chain access point with a 650MHz CPU, 64MB RAM and one Ethernet","_hardware_title":"mAP lite"}	5
metal-52-ac	Metal 52 ac	Wireless systems	0	111	Metal 52 ac	RBMetalG-52SHPacn	MIPSBE	QCA9556	metal-52-ac	RBMetalG-52SHPacn	{"Product code":"RBMetalG-52SHPacn","Suggested price":"$119.00","Architecture":"MIPSBE","CPU":"QCA9556","CPU core count":"1","CPU nominal frequency":"720 MHz","Dimensions":"215x60x38mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"11 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"10-30 V","Wireless 2.4 GHz/5 GHz Max data rate":"433 Mbit/s","Wireless 2.4 GHz/5 GHz Number of chains":"1","Wireless 2.4 GHz/5 GHz standards":"802.11a/n/ac, 802.11b/g/n","Antenna gain dBi for 2.4 GHz/5 GHz":"6","Wireless 2.4 GHz/5 GHz chip model":"QCA9889","Wireless 2.4 GHz/5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP55","_www_title":"Metal 52 ac","_www_tagline":"2.4/5GHz software selectable AP/Backbone/CPE with AC support, high TX power, N-male connector, Omni antenna included","_hardware_title":"Metal 52 ac","_fcc_id":["TV7MTLG52SHPN"]}	5
netbox-5-ax	NetBox 5 ax	Wireless systems	0	112	NetBox 5 ax	L11UG-5HaxD-NB	ARM 32bit	IPQ-5010	netbox-5-ax	netbox_5_ax	{"Product code":"L11UG-5HaxD-NB","Suggested price":"$109.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"15 W","Max power consumption without attachments":"6 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1.5","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"54","_www_title":"NetBox 5 ax","_www_tagline":"A Wi-Fi 6 upgrade of the popular NetBox 5. AP/CPE/Point-to-point – it can do it all! PoE-in, DC jack, Gigabit Ethernet, durable outdoor enclosure, modern dual-core ARM CPU, Wi-Fi-6 5GHz wireless.","_hardware_title":"NetBox 5 ax","_fcc_id":["TV7LHG5NDM","TV7RB922-5HPACTM"]}	6
